Wall time,Step,Value
1743963826.9519475,5,2.827000617980957
1743963878.4120169,19,2.3708736896514893
1743963967.3460586,41,4.439929008483887
1743963995.5886326,48,5.43149471282959
1743963999.5368476,49,3.504492998123169
1743964055.3615491,63,5.723216533660889
1743964059.4067044,64,11.906418800354004
1743964091.4435456,72,6.069196701049805
1743964115.1321661,78,7.244598388671875
1743964134.9468095,83,3.4542722702026367
1743964163.054289,90,3.853012800216675
1743964202.7671986,100,10.287129402160645
1743964238.2763777,104,12.350088119506836
1743964254.1864088,108,8.967843055725098
1743964310.6417663,122,7.70349645614624
1743964339.1475232,129,4.551408290863037
1743964347.5325644,131,8.512126922607422
1743964403.4808362,145,6.628360748291016
1743964415.8217106,148,6.728297233581543
1743964455.7846797,158,5.037528991699219
1743964467.6414535,161,15.356193542480469
1743964475.7778034,163,6.179847717285156
1743964483.7672205,165,6.355258941650391
1743964512.9535823,173,8.37057113647461
1743964589.350606,192,18.39409828186035
1743964657.3780277,204,6.898788928985596
1743964665.47594,206,11.934340476989746
1743964697.7922204,214,6.464995861053467
1743964762.6956353,230,15.297038078308105
1743964823.4830983,245,27.380584716796875
1743964827.66882,246,8.115607261657715
1743964880.148043,259,6.412816524505615
1743964884.1439116,260,4.355341911315918
1743964933.3415353,272,4.416991710662842
1743964945.5413647,275,6.492231845855713
1743964978.184397,283,4.107477188110352
1743964990.3586035,286,7.62041711807251
1743965031.062098,296,22.535991668701172
1743965136.1997201,317,7.5433454513549805
1743965148.1714604,320,5.730057239532471
1743965160.6463819,323,7.7734293937683105
1743965259.2619572,347,6.946077346801758
1743965309.204624,359,24.36958885192871
1743965333.463901,365,10.570815086364746
1743965341.6298966,367,26.52309226989746
1743965391.4881117,379,7.784595489501953
1743965424.473416,387,20.59506607055664
1743965440.8475788,391,11.36860466003418
1743965448.9749734,393,5.569634914398193
1743965509.7788103,403,13.308652877807617
1743965517.9269955,405,14.29772663116455
1743965563.0161104,416,5.824873447418213
1743965592.2307973,423,25.285093307495117
1743965648.9138591,437,3.5578689575195312
1743965652.894096,438,4.006990909576416
1743965661.076417,440,8.856324195861816
1743965689.2759547,447,22.4168758392334
1743965751.0901518,462,10.600692749023438
1743965767.5264764,466,6.688144207000732
1743965804.4012344,475,7.893244743347168
1743965808.3989835,476,21.325307846069336
1743965828.6458201,481,11.09451961517334
1743965832.6665587,482,15.234183311462402
1743965857.3998833,488,12.218453407287598
1743965972.0180798,511,4.018954753875732
1743965980.2848938,513,20.519943237304688
1743965984.4628742,514,23.62548065185547
1743965988.533055,515,22.370563507080078
1743966000.8343177,518,19.09992790222168
1743966066.5677834,534,23.823020935058594
1743966071.0330184,535,5.511441707611084
1743966079.2294645,537,19.414247512817383
1743966087.4845843,539,26.978713989257812
1743966095.7276537,541,10.639179229736328
1743966120.6130195,547,5.219963550567627
1743966146.2303154,553,13.414389610290527
1743966162.5625672,557,19.669666290283203
1743966187.3648386,563,7.886530876159668
1743966195.3799775,565,16.897157669067383
1743966212.0035129,569,32.23978805541992
1743966303.261973,591,9.626763343811035
1743966319.8365471,595,14.848827362060547
1743966328.1166975,597,28.6470890045166
1743966459.3543053,624,28.586875915527344
1743966480.1071124,629,28.7042236328125
1743966484.2115939,630,16.11212730407715
1743966517.0957723,638,15.676259994506836
1743966541.9605985,644,18.811767578125
1743966545.9967756,645,22.08751106262207
1743966604.6391838,659,21.258939743041992
1743966644.4589589,668,10.910425186157227
1743966677.600268,676,31.873645782470703
1743966747.850662,693,29.62286376953125
1743966756.0880573,695,18.12396812438965
1743966884.8686054,722,16.30299186706543
1743966901.7881706,726,30.477466583251953
1743966925.7598755,732,17.299091339111328
1743966976.231815,745,17.535573959350586
1743967057.2903068,765,5.771016597747803
1743967103.0143898,776,21.443096160888672
1743967107.1071105,777,15.060592651367188
1743967132.6339762,783,27.3718204498291
1743967157.4858024,789,32.38212203979492
1743967250.0186627,805,12.017966270446777
1743967254.2204983,806,41.96918869018555
1743967265.7608511,808,30.104774475097656
1743967317.1370354,820,16.972429275512695
1743967374.2502518,833,20.80016326904297
1743967475.2550242,858,28.58051300048828
1743967513.586638,867,27.538606643676758
1743967534.508708,872,14.58389949798584
1743967594.967714,887,18.90818214416504
1743967640.5155106,898,29.057161331176758
1743967677.436279,902,16.84065818786621
1743967797.0965524,931,23.348337173461914
1743967848.4053345,943,6.573211193084717
1743967876.522857,950,23.795486450195312
1743967933.0235715,964,25.273483276367188
1743968080.5590963,1000,23.345823287963867
1743968111.39149,1003,19.662639617919922
1743968120.31795,1005,22.34708595275879
1743968167.089632,1016,21.848012924194336
1743968196.0498693,1023,26.75250816345215
1743968212.3232949,1027,8.311552047729492
1743968220.5066853,1029,4.916701793670654
1743968257.947293,1038,25.978290557861328
1743968338.0477014,1057,5.3159403800964355
1743968395.6759315,1071,10.141908645629883
1743968399.8675902,1072,32.69883346557617
1743968408.0307214,1074,22.0007381439209
1743968424.579166,1078,5.153552532196045
1743968462.3257003,1087,16.818586349487305
1743968511.8081725,1099,30.963043212890625
1743968547.6851223,1103,22.181562423706055
1743968555.892841,1105,6.289583206176758
1743968568.172357,1108,34.46516036987305
1743968576.4652689,1110,24.089136123657227
1743968584.7538679,1112,29.764436721801758
1743968624.23001,1122,9.271666526794434
1743968642.5802803,1126,5.583024501800537
1743968671.2008865,1133,18.36299705505371
1743968677.9481463,1135,26.653898239135742
1743968728.0989614,1147,25.462202072143555
1743968749.8719308,1152,11.223373413085938
1743968754.0857837,1153,32.15767288208008
1743968804.6097012,1165,29.275875091552734
1743968848.0497253,1175,30.89647102355957
1743968856.1688666,1177,25.64103889465332
1743968887.1520474,1185,21.544605255126953
1743968924.2846174,1194,4.813004970550537
1743968929.0931594,1195,19.92123794555664
1743969029.4449966,1215,12.950342178344727
1743969046.4694295,1219,23.10423469543457
1743969074.9056091,1226,18.3806209564209
1743969162.8160007,1247,9.2269926071167
1743969181.9443758,1252,17.865739822387695
1743969186.0525713,1253,21.716705322265625
1743969191.0954738,1255,30.82563018798828
1743969203.679613,1258,22.890480041503906
1743969220.216858,1262,27.269441604614258
1743969244.917678,1268,24.771953582763672
1743969261.613114,1272,28.29297637939453
1743969282.0891554,1277,27.545400619506836
1743969305.8426762,1283,23.29180335998535
1743969374.769771,1299,33.91507339477539
1743969426.345854,1307,27.571847915649414
1743969464.3854177,1316,28.511905670166016
1743969492.7485235,1323,23.04754066467285
1743969505.0288727,1326,30.472087860107422
1743969588.1266582,1346,28.448070526123047
1743969649.1317174,1361,23.17571258544922
1743969663.6163745,1365,14.184650421142578
1743969708.9250987,1376,29.66804313659668
1743969712.7782834,1377,30.36795425415039
1743969728.058326,1381,19.724821090698242
1743969902.3144786,1418,20.420976638793945
1743969989.3899806,1439,6.731653213500977
1743969992.0480843,1440,13.314165115356445
1743970066.5191078,1458,13.388199806213379
1743970070.668523,1459,13.364084243774414
1743970083.1317286,1462,22.148550033569336
1743970137.6482728,1475,16.20648956298828
1743970145.935931,1477,22.08139419555664
1743970192.303864,1488,20.582862854003906
1743970205.270058,1491,27.398250579833984
1743970222.1039298,1495,26.797042846679688
1743970278.2792995,1503,30.450454711914062
1743970308.3078995,1510,29.160280227661133
1743970312.5263412,1511,31.281005859375
1743970325.2864609,1514,26.931869506835938
1743970336.8027148,1517,22.984413146972656
1743970385.8430476,1529,30.377716064453125
1743970428.6545532,1539,6.448474884033203
1743970470.6578214,1549,16.36513328552246
1743970482.958701,1552,25.314228057861328
1743970540.7939734,1566,20.782413482666016
1743970553.17961,1569,25.24550437927246
1743970574.0169609,1574,21.654348373413086
1743970586.4368987,1577,6.054508209228516
1743970625.3654988,1586,39.52934265136719
1743970670.3914158,1597,26.678356170654297
1743970710.9114897,1602,14.50084400177002
1743970718.936024,1604,24.952207565307617
1743970818.456967,1628,26.37816619873047
1743970851.400234,1636,16.34981346130371
1743970860.2691245,1638,27.315383911132812
1743970901.8863885,1648,7.680607795715332
1743970930.3184438,1655,16.515230178833008
1743970994.9409397,1671,26.347137451171875
1743971032.5648286,1680,20.24639320373535
1743971057.6186035,1686,31.28008460998535
1743971095.294623,1695,23.188146591186523
1743971146.8811793,1703,22.278423309326172
1743971155.0807445,1705,30.205469131469727
1743971167.6281157,1708,13.473414421081543
1743971184.1222718,1712,28.11211585998535
1743971212.5589402,1719,29.595428466796875
1743971233.2860448,1724,23.868724822998047
1743971261.9889603,1731,13.272797584533691
1743971325.3641987,1746,28.49115753173828
1743971362.2294703,1755,4.88370943069458
1743971447.5097709,1776,20.65605926513672
1743971455.828639,1778,31.513961791992188
1743971502.7035913,1790,23.951004028320312
1743971513.1497731,1793,12.420793533325195
1743971565.2552922,1801,22.11974334716797
1743971643.6862836,1820,29.633197784423828
1743971757.7548091,1848,20.870485305786133
1743971774.888729,1852,30.081436157226562
1743971813.5342991,1861,21.79973602294922
1743971834.0924082,1866,9.425301551818848
1743971842.7991514,1868,18.51338768005371
1743971929.7078576,1889,22.49225425720215
1743971975.873554,1900,11.320819854736328
1743972008.0589874,1903,17.0076961517334
1743972032.6317134,1909,19.544038772583008
1743972036.9054794,1910,12.175590515136719
1743972099.5377808,1925,23.692087173461914
1743972103.3825083,1926,21.963769912719727
1743972148.622639,1937,32.392696380615234
1743972164.6960812,1941,21.384035110473633
1743972186.0220697,1946,19.23809814453125
1743972194.4743207,1948,17.519386291503906
1743972248.7465227,1961,24.84418296813965
1743972252.8999202,1962,30.263038635253906
1743972266.1224804,1965,5.386484146118164
1743972272.0759537,1967,23.39187240600586
1743972316.9571226,1978,21.066646575927734
1743972325.3195515,1980,26.869630813598633
1743972356.2197762,1988,21.497161865234375
1743972360.3760672,1989,5.059549331665039
1743972711.1555343,2071,25.20232391357422
1743972746.1916664,2080,7.882241249084473
1743972786.964044,2090,5.635645389556885
1743972848.329215,2101,36.11750030517578
1743972884.9914486,2110,23.045835494995117
1743972905.7014656,2115,32.01109313964844
1743972909.9678128,2116,27.74934959411621
1743972926.0679417,2120,32.781864166259766
1743972928.927348,2121,20.846288681030273
1743972955.8819315,2128,32.06453323364258
1743973005.8657656,2140,34.376220703125
1743973129.7858775,2170,23.052921295166016
1743973204.532807,2188,14.367691040039062
1743973233.11917,2195,5.474164009094238
1743973316.1562226,2210,21.554203033447266
1743973337.7480364,2216,20.206993103027344
1743973377.9995222,2226,38.4972038269043
1743973420.6336033,2237,30.96585464477539
1743973435.768812,2240,26.655975341796875
1743973456.2248247,2245,30.18451499938965
1743973511.1742847,2258,33.3896598815918
1743973609.1563077,2282,30.672435760498047
1743973724.8831697,2306,29.46696662902832
1743973769.3981893,2317,6.601937770843506
1743973780.3193493,2320,30.917200088500977
1743973832.3421037,2333,32.762142181396484
1743973870.5158951,2343,4.8480610847473145
1743973935.1747973,2360,7.005099296569824
1743974058.0675018,2390,19.666278839111328
1743974073.0350418,2394,30.131683349609375
1743974077.4208038,2395,28.618608474731445
1743974094.6660314,2399,11.564046859741211
1743974266.6406019,2437,35.028839111328125
1743974287.1902564,2442,29.18486213684082
1743974343.436775,2455,20.531150817871094
1743974376.5666542,2463,12.839886665344238
1743974389.2639406,2466,6.132063388824463
1743974472.7570832,2486,25.519113540649414
1743974503.8735378,2494,26.014822006225586
1743974524.872149,2499,28.94881820678711
1743974565.868918,2504,26.894306182861328
1743974626.512676,2518,24.624441146850586
1743974634.767762,2520,21.08901596069336
1743974672.2580526,2529,30.16994857788086
1743974680.7140274,2531,16.066856384277344
1743974714.3302386,2539,35.37093734741211
1743974828.1675627,2567,32.77730178833008
1743974871.8729334,2578,28.18704605102539
1743974876.1383958,2579,8.812141418457031
1743974917.097957,2589,23.21525001525879
1743974932.7230752,2593,21.442747116088867
1743974962.6211731,2600,27.00467300415039
1743975014.5061662,2607,23.942689895629883
1743975064.9053087,2620,30.638442993164062
1743975099.6957853,2628,29.469425201416016
1743975103.7206762,2629,28.677059173583984
1743975132.3486557,2636,16.985742568969727
1743975149.1078393,2640,25.170408248901367
1743975153.4873805,2641,26.007709503173828
1743975165.8491278,2644,20.49894142150879
1743975242.8519232,2663,5.987105846405029
1743975276.2017794,2671,24.642906188964844
1743975280.9032176,2672,21.16639518737793
1743975293.683053,2675,33.55074691772461
1743975322.9133656,2682,5.3683271408081055
1743975335.3735447,2685,18.238922119140625
1743975343.6895297,2687,18.79467010498047
1743975357.0150335,2690,33.92787170410156
1743975373.914555,2694,14.720378875732422
1743975426.4986885,2703,13.894221305847168
1743975450.634722,2709,27.35257911682129
1743975470.732695,2714,28.76411247253418
1743975486.3074422,2718,24.8405704498291
1743975532.7003887,2730,20.900249481201172
1743975536.2575028,2731,25.49087142944336
1743975551.1763391,2735,19.548337936401367
1743975572.3205795,2740,20.08318519592285
1743975576.600981,2741,26.527822494506836
1743975580.6758547,2742,31.813875198364258
1743975630.2368975,2754,29.637401580810547
1743975634.489225,2755,16.882347106933594
1743975638.7461543,2756,33.71219253540039
1743975659.7426443,2761,31.51866912841797
1743975680.9714983,2766,35.08136749267578
1743975692.9335842,2769,9.534421920776367
1743975713.4164667,2774,22.448978424072266
1743975732.1045148,2779,14.223470687866211
1743975761.164922,2786,24.409460067749023
1743975892.19956,2813,6.82541036605835
1743975981.9562323,2835,27.144973754882812
1743976021.52474,2845,33.812156677246094
1743976093.6613433,2862,16.67118263244629
1743976097.7587898,2863,27.14940643310547
1743976176.4836466,2882,31.21971893310547
1743976219.6973722,2892,32.44740295410156
1743976228.2222717,2894,14.119998931884766
1743976346.0967004,2919,23.951242446899414
1743976358.703048,2922,12.36252212524414
1743976413.399266,2935,27.220033645629883
1743976486.125346,2953,4.857422828674316
1743976499.0398676,2956,6.127356052398682
1743976528.3834953,2963,24.081787109375
1743976541.2224483,2966,17.584505081176758
1743976573.9405286,2974,27.931501388549805
1743976630.8440733,2987,19.54307746887207
1743976675.3840818,2997,27.820201873779297
1743976687.774957,3000,8.29808235168457
1743976790.2747495,3020,4.801462650299072
1743976850.583756,3035,30.072477340698242
1743976901.5653532,3048,20.93828582763672
1743977058.2473354,3084,4.82150411605835
1743977062.285761,3085,15.017952919006348
1743977113.2637873,3097,4.5629191398620605
1743977167.244778,3104,17.572542190551758
1743977170.9307623,3105,22.123455047607422
1743977175.0713897,3106,6.785877704620361
1743977199.3933685,3112,9.698015213012695
1743977217.4376862,3116,9.968663215637207
1743977234.7328577,3120,17.96603775024414
1743977239.0368018,3121,28.16193962097168
1743977243.4360049,3122,27.680150985717773
1743977264.184218,3127,26.140949249267578
1743977273.0869997,3129,8.4192476272583
1743977348.446031,3146,10.30699348449707
1743977474.6563601,3174,35.645267486572266
1743977495.310813,3179,24.932031631469727
1743977545.307008,3191,6.5540947914123535
1743977551.942951,3193,29.18500328063965
1743977580.301124,3200,1.0621281862258911
1743977621.1352077,3205,7.02388334274292
1743977676.153563,3218,19.144821166992188
1743977689.3466737,3221,20.74627685546875
1743977698.240916,3223,18.556671142578125
1743977731.3292205,3230,18.786670684814453
1743977776.5437806,3242,8.923238754272461
1743977784.5764456,3244,26.452726364135742
1743977869.275183,3266,21.143402099609375
1743977880.9926994,3269,3.2826087474823
1743977990.9047713,3299,25.860315322875977
1743978041.141742,3307,31.904558181762695
1743978174.7647429,3341,12.385627746582031
1743978239.9068623,3357,16.053396224975586
1743978271.6064618,3366,20.568824768066406
1743978299.0638394,3373,32.220481872558594
1743978307.1064584,3375,26.08473014831543
1743978319.217699,3378,20.853425979614258
1743978327.0766387,3380,21.49338150024414
1743978346.9035227,3385,14.51448917388916
1743978350.7592602,3386,5.1689677238464355
1743978377.4548357,3394,11.269085884094238
1743978441.0305603,3405,33.21874237060547
1743978493.4534152,3419,25.680376052856445
1743978506.8812964,3423,22.331867218017578
1743978523.3075418,3427,17.533977508544922
1743978555.36701,3435,13.436763763427734
1743978575.915974,3440,25.96873664855957
1743978669.1048439,3462,14.972909927368164
1743978699.8272061,3469,29.035615921020508
1743978763.630079,3483,22.84450912475586
1743978768.1303854,3484,13.655370712280273
1743978773.095248,3485,21.759906768798828
1743978777.606617,3486,13.061918258666992
1743978803.2890286,3492,21.424463272094727
1743978812.0845957,3494,15.852598190307617
1743978863.8931768,3501,22.495561599731445
1743978921.304463,3515,9.122540473937988
1743978973.0279503,3527,26.655231475830078
1743979052.3499236,3545,20.151939392089844
1743979077.8896706,3551,9.769775390625
1743979112.9221249,3559,23.605632781982422
1743979148.4643407,3567,29.924386978149414
1743979161.649659,3570,13.664324760437012
1743979189.168316,3577,13.78007984161377
1743979235.9889734,3588,39.407806396484375
1743979240.5395303,3589,17.235897064208984
1743979315.758973,3601,30.7380313873291
1743979374.29258,3614,24.571826934814453
1743979378.885797,3615,9.86478042602539
1743979383.530195,3616,9.723211288452148
1743979387.8978963,3617,20.371631622314453
1743979450.4816792,3631,18.213024139404297
1743979558.3065226,3655,10.889433860778809
1743979572.873973,3658,34.38179016113281
1743979582.4677715,3660,21.36916160583496
1743979591.7967522,3662,8.547348976135254
1743979605.6453907,3665,9.597561836242676
1743979624.4181435,3669,20.647531509399414
1743979638.088432,3672,19.926969528198242
1743979643.022582,3673,27.797700881958008
1743979722.0380135,3691,7.247312068939209
1743979789.338714,3701,14.858672142028809
1743979841.3820732,3713,29.648387908935547
1743979861.7027626,3718,27.63019561767578
1743979928.9988992,3733,35.429962158203125
1743979993.3226116,3746,14.444474220275879
1743979998.6825304,3747,8.217427253723145
1743980008.2432134,3749,22.442644119262695
1743980012.2116177,3750,23.86578941345215
1743980026.850895,3753,20.080612182617188
1743980031.7171664,3754,6.835689544677734
1743980036.4369648,3755,25.85279083251953
1743980073.3507593,3762,11.781291007995605
1743980082.9198623,3764,8.78659725189209
1743980158.6489685,3781,28.257427215576172
1743980167.696268,3783,15.540053367614746
1743980172.416318,3784,25.148529052734375
1743980191.5940843,3788,21.122493743896484
1743980204.748164,3791,27.649951934814453
1743980325.6621375,3814,20.574703216552734
1743980370.375861,3824,22.030532836914062
1743980482.275958,3849,31.925491333007812
1743980489.9370263,3851,10.920440673828125
1743980539.8518775,3861,5.820343494415283
1743980582.010641,3870,6.236229419708252
1743980592.0849721,3873,4.027225971221924
1743980750.3185518,3903,18.68393898010254
1743980789.9996774,3912,12.46513557434082
1743980805.624738,3916,14.072123527526855
1743980830.8775408,3922,26.131729125976562
1743980887.1962082,3934,34.84297180175781
1743980903.8110669,3937,18.66753387451172
1743980981.1496263,3954,23.35584831237793
1743981000.1874635,3958,26.146324157714844
1743981047.0175614,3967,28.16206169128418
1743981085.8924356,3976,9.671334266662598
1743981111.310462,3982,25.665483474731445
1743981133.0018203,3987,27.07138442993164
1743981255.6198585,4009,7.483952045440674
1743981271.4151673,4013,23.459558486938477
1743981280.0563898,4015,22.199186325073242
1743981317.7166293,4024,23.289058685302734
1743981340.8651922,4029,18.337827682495117
1743981367.435735,4035,24.63182830810547
1743981395.2004397,4041,22.861698150634766
1743981427.4173388,4048,17.644268035888672
1743981593.810734,4085,27.21365737915039
1743981725.3950348,4110,20.21924591064453
1743981752.5993896,4116,31.123886108398438
1743981780.3255858,4122,19.41851806640625
1743981794.0958245,4125,17.527067184448242
1743981894.0355356,4147,28.14106559753418
1743981940.5028272,4157,22.03400993347168
1743982041.8532817,4179,19.550907135009766
1743982054.324723,4182,15.974230766296387
1743982104.582752,4193,7.392667293548584
1743982198.2742727,4208,27.727569580078125
1743982261.6029336,4222,11.537229537963867
1743982289.821293,4228,26.170516967773438
1743982299.0438695,4230,32.4066276550293
1743982332.3943172,4237,26.88050079345703
1743982380.4142785,4247,32.26930236816406
1743982394.473992,4250,7.746276378631592
1743982409.1323512,4253,25.20747184753418
1743982413.7466311,4254,22.608158111572266
1743982432.5986457,4258,15.325789451599121
1743982541.014649,4282,27.84548568725586
1743982620.670094,4299,29.321605682373047
1743982734.8760722,4319,38.03424835205078
1743982758.78205,4324,24.465614318847656
1743982782.9072733,4329,33.75173568725586
1743982809.2739937,4335,29.011638641357422
1743982990.9328983,4377,30.296573638916016
1743983003.2840183,4380,23.89384651184082
1743983067.5902588,4396,7.577735424041748
1743983118.843061,4404,25.469356536865234
1743983135.4059763,4408,23.56036376953125
1743983147.8250556,4411,23.449520111083984
1743983197.8530295,4423,19.86412239074707
1743983205.9647317,4425,14.007678985595703
1743983250.454367,4436,24.670185089111328
1743983279.864391,4444,6.91045618057251
1743983323.7677324,4455,17.5754451751709
1743983373.5525136,4467,15.87873649597168
1743983466.2478187,4490,22.898374557495117
1743983491.273146,4496,31.196022033691406
1743983507.9230354,4500,31.3105411529541
1743983592.4590733,4515,8.09031867980957
1743983617.730266,4521,21.198068618774414
1743983638.3745332,4526,23.74082374572754
1743983675.2957962,4536,29.873645782470703
1743983689.86653,4540,7.357320785522461
1743983707.2724235,4544,23.73674201965332
1743983711.3455398,4545,32.340572357177734
1743983783.3820977,4563,21.627416610717773
1743983791.7428706,4565,25.54192543029785
1743983807.768629,4569,8.600181579589844
1743983831.8030186,4575,25.362438201904297
1743983863.6045332,4583,25.69820785522461
1743983986.51298,4607,27.81950569152832
1743984000.4212832,4610,23.87764549255371
1743984013.3237982,4613,8.582159042358398
1743984165.390828,4650,6.9920454025268555
1743984184.6284213,4655,37.096839904785156
1743984202.9264095,4659,22.00981330871582
1743984207.39767,4660,12.122169494628906
1743984221.505889,4663,22.999359130859375
1743984245.6153104,4668,19.25304412841797
1743984285.7520494,4679,14.168545722961426
1743984321.1409006,4687,10.095708847045898
1743984339.7681422,4691,26.16425323486328
1743984349.3341885,4693,21.53850746154785
1743984377.294825,4699,26.311368942260742
1743984438.4507306,4707,31.69439125061035
1743984442.9981234,4708,5.345008373260498
1743984472.2815883,4714,30.380687713623047
1743984485.7640302,4717,20.56683349609375
1743984550.6623611,4731,30.639741897583008
1743984585.1824856,4738,8.454331398010254
1743984678.843887,4760,24.476131439208984
1743984708.0711389,4767,22.64610481262207
1743984732.3282363,4773,24.393526077270508
1743984748.996371,4777,22.109033584594727
1743984751.3772178,4778,10.383852005004883
1743984885.3818355,4805,15.28602123260498
1743984895.4249783,4808,7.9381890296936035
1743984907.9107735,4811,15.847114562988281
1743984917.4948497,4813,22.648950576782227
1743984924.3992918,4815,16.50907325744629
1743984984.8888552,4831,34.535213470458984
1743984993.264662,4833,7.419734477996826
1743985001.6564867,4835,28.07923126220703
1743985005.8069427,4836,24.772518157958984
1743985010.0122437,4837,34.9265022277832
1743985039.2596998,4844,14.367570877075195
1743985043.3880122,4845,23.904783248901367
1743985118.7926464,4863,18.699121475219727
1743985201.2595253,4883,5.239102363586426
1743985254.0663936,4896,23.512561798095703
1743985328.4843922,4909,27.09219741821289
1743985336.8492713,4911,18.987619400024414
1743985416.890936,4930,12.635875701904297
1743985430.2932687,4934,24.53689193725586
1743985460.3197808,4941,24.773353576660156
1743985477.4499457,4945,31.67178726196289
1743985496.5164747,4950,29.58329963684082
1743985627.8727899,4981,31.906339645385742
1743985667.1657712,4991,34.25040054321289
1743985671.2768393,4992,28.093191146850586
1743985833.9727635,5024,41.49818420410156
1743985936.4332142,5048,12.719804763793945
1743985981.246509,5060,22.927974700927734
1743985989.6785982,5062,20.54328727722168
1743986010.4240851,5067,26.469268798828125
1743986063.636002,5080,34.431922912597656
1743986067.868865,5081,8.23049545288086
1743986101.25046,5089,7.766144752502441
1743986108.9746916,5091,25.0340633392334
1743986129.8219836,5096,24.216562271118164
1743986306.105365,5133,28.93292999267578
1743986323.0265744,5137,20.908828735351562
1743986340.4983063,5141,17.621746063232422
1743986368.7624567,5148,16.296342849731445
1743986383.6900122,5152,25.120250701904297
1743986387.8957512,5153,27.199974060058594
1743986396.4098291,5155,7.679750919342041
1743986400.7417686,5156,21.872581481933594
1743986453.7981284,5168,18.844758987426758
1743986536.857168,5188,34.29037857055664
1743986581.0910723,5199,21.753570556640625
1743986608.223688,5201,9.89554500579834
1743986629.1883533,5206,24.837854385375977
1743986639.4664643,5208,23.910703659057617
1743986661.5803618,5213,9.213126182556152
1743986686.1613467,5219,38.7925910949707
1743986717.7988117,5226,24.205379486083984
1743986769.9433181,5239,28.487382888793945
1743986832.607763,5254,19.16270637512207
1743986837.2279787,5255,30.35902214050293
1743986854.1127222,5259,7.39216423034668
1743986870.5960472,5263,32.29256057739258
1743986883.1400776,5266,18.30038833618164
1743986969.2274485,5287,28.275747299194336
1743987009.4904027,5296,24.420738220214844
1743987018.4228745,5298,10.436705589294434
1743987117.3277385,5319,19.150388717651367
1743987121.6215355,5320,27.49874496459961
1743987134.1763017,5323,36.70905685424805
1743987142.8341908,5325,23.31931495666504
1743987159.4775813,5329,31.124290466308594
1743987163.7204814,5330,18.33182144165039
